404	85709	belgiumtech.pdf	https://www.irs.gov/pub/irs-trty/belgiumtech.pdf
404	85691	uk.pdf	https://www.irs.gov/pub/irs-trty/uk.pdf
200	192466	uktech.pdf	https://www.irs.gov/pub/irs-trty/uktech.pdf
200	101511	belgtech.pdf	https://www.irs.gov/pub/irs-trty/belgtech.pdf
200	131564	belgiumtt06.pdf	https://www.irs.gov/pub/irs-trty/belgiumtt06.pdf
200	52647	belgiumprot06.pdf	https://www.irs.gov/pub/irs-trty/belgiumprot06.pdf
200	495095	belgiumte07.pdf	https://www.irs.gov/pub/irs-trty/belgiumte07.pdf
200	280707	Treaty-UK-7-24-2001.pdf	https://home.treasury.gov/system/files/131/Treaty-UK-7-24-2001.pdf
200	1680765	Treaty-UK-Protocol-TE-7-22-2002.pdf	https://home.treasury.gov/system/files/131/Treaty-UK-Protocol-TE-7-22-2002.pdf
200	35542	Treaty-UK-Protocol-7-19-2002.pdf	https://home.treasury.gov/system/files/131/Treaty-UK-Protocol-7-19-2002.pdf
200	161018	Treaty-UK-Notes-7-24-2001.pdf	https://home.treasury.gov/system/files/131/Treaty-UK-Notes-7-24-2001.pdf
